index,num,title,text,catalogue_id
46,46,"Paio vasi di forma sferica, decorati con fregi e medaglioni in co- lori, alt. m. 0,30                                                                             | 46. Paio vasi di forma sferica, decorati con fregi e medaglioni in co- lori, alt. m. 0,30                                                  |","| 46. Paio vasi di forma sferica, decorati con fregi e medaglioni in co- lori, alt. m. 0,30                                                                             | 46. Paio vasi di forma sferica, decorati con fregi e medaglioni in co- lori, alt. m. 0,30                                                  |",BO0624_4466
47,47,Vaso di forma cilindrica con medaglione.                                                                                                                          | Caltagirone Casteldurante                                                                                                                  |,| 47. Vaso di forma cilindrica con medaglione.                                                                                                                          | Caltagirone Casteldurante                                                                                                                  |,BO0624_4466
48,48,"Vaso con manico e becco decorato con fregi sopra fondo bleu; e medaglioni. — alt. m. 0,20.                                                                        | Casteldurante                                                                                                                              |","| 48. Vaso con manico e becco decorato con fregi sopra fondo bleu; e medaglioni. — alt. m. 0,20.                                                                        | Casteldurante                                                                                                                              |",BO0624_4466
49,49,Piatto: nel centro S. Giovanni.                                                                                                                                   | Abruzzo                                                                                                                                    |,| 49. Piatto: nel centro S. Giovanni.                                                                                                                                   | Abruzzo                                                                                                                                    |,BO0624_4466
50,50,"Vaso di forma cilindrica, decorato con paesaggio e figura di S. Eulochio — firmato P. C. P. 1757.                                                                 | Abruzzo                                                                                                                                    |","| 50. Vaso di forma cilindrica, decorato con paesaggio e figura di S. Eulochio — firmato P. C. P. 1757.                                                                 | Abruzzo                                                                                                                                    |",BO0624_4466
51,51,"Mattone circolare con soggetto mitologico. Diana fra le ninfe. diam. m. 0,30.                                                                                     | Abruzzo                                                                                                                                    |","| 51. Mattone circolare con soggetto mitologico. Diana fra le ninfe. diam. m. 0,30.                                                                                     | Abruzzo                                                                                                                                    |",BO0624_4466
52,52,"Vaso di forma sferica, con due medaglioni, decorati a paesaggio ed ornati in colori su fondo bleu, alt. m. 0,37.                                                  | Urbino                                                                                                                                     |","| 52. Vaso di forma sferica, con due medaglioni, decorati a paesaggio ed ornati in colori su fondo bleu, alt. m. 0,37.                                                  | Urbino                                                                                                                                     |",BO0624_4466
53,53,Due vasi con manici - Eruzione del Vesuvio terraglia del Giusti- niani.                                                                                           | Napoli                                                                                                                                     |,| 53. Due vasi con manici - Eruzione del Vesuvio terraglia del Giusti- niani.                                                                                           | Napoli                                                                                                                                     |,BO0624_4466
54,54,Piatto decorato con fiori e foglie su fondo bianco.                                                                                                               | Persia                                                                                                                                     |,| 54. Piatto decorato con fiori e foglie su fondo bianco.                                                                                                               | Persia                                                                                                                                     |,BO0624_4466
55,55,Piatto arcaico con fregi e putti. Nel mezzo Venere ed Amore.                                                                                                      |                                                                                                                                            |,"| 55. Piatto arcaico con fregi e putti. Nel mezzo Venere ed Amore.                                                                                                      |                                                                                                                                            |
| diam. 0.21.                                                                                                                                                           | Abruzzo                                                                                                                                    |",BO0624_4466
56,56,"| 56. Vaso di forma sferica, decorato con fregi e medaglioni. Casteldurante","| 56. Vaso di forma sferica, decorato con fregi e medaglioni. Casteldurante",BO0624_4466
57,57,"57. Paio vasi di forma sferica, decorati con fregi e medaglioni.","57. Paio vasi di forma sferica, decorati con fregi e medaglioni.",BO0624_4466
58,56,"| 56. Vaso di forma sferica, decorato con fregi e medaglioni. Casteldurante","| 56. Vaso di forma sferica, decorato con fregi e medaglioni. Casteldurante",BO0624_4466
59,57,"57. Paio vasi di forma sferica, decorati con fregi e medaglioni. |","57. Paio vasi di forma sferica, decorati con fregi e medaglioni. |",BO0624_4466
60,58,"Vaso cilindrico, decorato con fregi e piecolo medaglione.                                                                                                         | 58. Vaso cilindrico, decorato con fregi e piecolo medaglione.                                                                              |","| 58. Vaso cilindrico, decorato con fregi e piecolo medaglione.                                                                                                         | 58. Vaso cilindrico, decorato con fregi e piecolo medaglione.                                                                              |",BO0624_4466
61,59,"| 59. Vaso a pancia con manichi e collo lungo, decorato a riflesso me- tallico su fondo bianco, alt. m. 0.30. Ispano- Ar","| 59. Vaso a pancia con manichi e collo lungo, decorato a riflesso me- tallico su fondo bianco, alt. m. 0.30. Ispano- Arabo",BO0624_4466
62,60,60. Due vasi con manichi e fiori in colori. | Marsiglia                                                                 ,"60. Due vasi con manichi e fiori in colori. | Marsiglia                                                                                                                                  |
| bianco.                                                                                                                                                               | Pesaro                                                                                                                                     |",BO0624_4466
63,61,"Piccolo vaso con piede, decorato con ornati in colori sopra fondo                                                                                                 |                                                                                                                                            |","| 61. Piccolo vaso con piede, decorato con ornati in colori sopra fondo                                                                                                 |                                                                                                                                            |",BO0624_4466
64,63,Due canestrini in terraglia di                                                                                                                                    | Napoli                                                                                                                                     |,| 63. Due canestrini in terraglia di                                                                                                                                    | Napoli                                                                                                                                     |,BO0624_4466
65,64,Due piatti con ornati in colori: terraglia di Del Vecchio. Napoli                                                                                                 |                                                                                                                                            |,| 64. Due piatti con ornati in colori: terraglia di Del Vecchio. Napoli                                                                                                 |                                                                                                                                            |,BO0624_4466
66,65,"Vaso, di forma cilindrica, con fregi e stemma. Caffagiolo","65. Vaso, di forma cilindrica, con fregi e stemma. Caffagiolo",BO0624_4466
67,66,"Vaso alnarico, con fregi in colori. Caffagiolo","66. Vaso alnarico, con fregi in colori. Caffagiolo",BO0624_4466
68,67,"Mattone rappresentante soggetto della bibbia, in cornice nera, alt. m. 0.24 per 0.34 Abruzzo","67. Mattone rappresentante soggetto della bibbia, in cornice nera, alt. m. 0.24 per 0.34 Abruzzo",BO0624_4466
69,68,Paio vasettimi di forma alindrica. decorati con medaghom. Aoruzzo,68. Paio vasettimi di forma alindrica. decorati con medaghom. Aoruzzo,BO0624_4466
70,60,"Paio vesi di forma sferica. decorati con medaglioni. fiori e fogl in colori sopra fondo bleu, alt. m. 0,27 Casteldurante","60. Paio vesi di forma sferica. decorati con medaglioni. fiori e fogl in colori sopra fondo bleu, alt. m. 0,27 Casteldurante",BO0624_4466
71,70,"Vaso di forma sierica, con due medagnon e ornau in colori. la ctelnamante","70. Vaso di forma sierica, con due medagnon e ornau in colori. la ctelnamante",BO0624_4466
72,71,"Paio vasi di forma a pancia e due manichi, decorati con fregi in azzurro sopra fondo azzurro chiaro (Fabb. del Fuina) A0r1220","71. Paio vasi di forma a pancia e due manichi, decorati con fregi in azzurro sopra fondo azzurro chiaro (Fabb. del Fuina) A0r1220",BO0624_4466
73,72,Piatto arcaico con fregi. Nel centro s. Bonaventura Abruzzo,72. Piatto arcaico con fregi. Nel centro s. Bonaventura Abruzzo,BO0624_4466
74,13,lazza decorata con Amorin. Abruzzo,13. lazza decorata con Amorin. Abruzzo,BO0624_4466
75,74,Due piatti (Fabb. di Cappelletti). 40razzo,74. Due piatti (Fabb. di Cappelletti). 40razzo,BO0624_4466
76,75,Tre piatti (Fabb. di Cappelletti). AbrUZZO,"75. Tre piatti (Fabb. di Cappelletti). AbrUZZO

%o. vaso con fregi e ngura di s. Antonio Casteldurante

#. Vaso con manico e becco e fregi in colori note murant",BO0624_4466
77,78,Vaso a becco con manico e due medaglioni. Caltagirone,78. Vaso a becco con manico e due medaglioni. Caltagirone,BO0624_4466
78,79,Due vasi con medaghon Caltagiron,79. Due vasi con medaghon Caltagiron,BO0624_4466
79,80,Mattone in colori. Lersia,80. Mattone in colori. Lersia,BO0624_4466
80,81,"Gran piatto con ornati raffaelleschi e stemma Pesaro o2. riatto con piede, decorato in bleu mond","81. Gran piatto con ornati raffaelleschi e stemma Pesaro o2. riatto con piede, decorato in bleu mond",BO0624_4466
81,83,"Mattoni per pavimento, con ornati raffaelleschi sopra fondo di vari colori - Quadrato di dieci pezzi Caffagiol","83. Mattoni per pavimento, con ornati raffaelleschi sopra fondo di vari colori - Quadrato di dieci pezzi Caffagiol",BO0624_4466
82,84,Mattone in cornice. Paesaggio. Abruzz,84. Mattone in cornice. Paesaggio. Abruzz,BO0624_4466
83,85,Piccolo piatto — Il Battesimo di S. Giovanni. AL0r2220,85. Piccolo piatto — Il Battesimo di S. Giovanni. AL0r2220,BO0624_4466
84,86,"Mattone rappresentante soggetto della Bibbia alt. m. 0,24 p. 0,34 Abruzzo","86. Mattone rappresentante soggetto della Bibbia 2. alt. m. 0,24 p. 0,34 Abruzzo",BO0624_4466
85,87,"Vaso di forma cilindrica, decorato con medaglione, stemma e fregi Datato 1526, altezza m. 0.26. Caffagiolo","87. Vaso di forma cilindrica, decorato con medaglione, stemma e fregi Datato 1526, altezza m. 0.26. Caffagiolo",BO0624_4466
86,88,Due mattoni. Paesaggi Ahaaad ov. Mattone. Cristo croeinsso Abruzzo,"88. Due mattoni. Paesaggi Ahaaad ov. Mattone. Cristo croeinsso Abruzzo

J. Onera decorata con gure (rabo. de Cappelletti, A 0011220

J1. vaso a becco con medaglone Casteldurante",BO0624_4466
87,92,"Vaso di forma sferica decorata con iscrizione; foglie e frutta al 1 ingiro, alt. m. 0,00. castelnan ant","92. Vaso di forma sferica decorata con iscrizione; foglie e frutta al 1 ingiro, alt. m. 0,00. castelnan ant",BO0624_4466
88,93,"Vaso di forma sferica, decorato con fregi e grossi fogliami in colori.                                                                                             |                             |","| 93. Vaso di forma sferica, decorato con fregi e grossi fogliami in colori.                                                                                             |                             |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-----------------------------|",BO0624_4466
89,94,Idem.                                                                                                                                                              | Caltagirone Caltagirone     | bis. — Idem. „                                                                                                                                                      | Caltagirone                 |,| 94. Idem.                                                                                                                                                              | Caltagirone Caltagirone     | | 94 bis. — Idem. „                                                                                                                                                      | Caltagirone                 |,BO0624_4466
90,95,"Due piccoli vasi di forma cilindrica, decorati con ornati e meda- glioni.                                                                                          | Sicilia                     |","| 95. Due piccoli vasi di forma cilindrica, decorati con ornati e meda- glioni.                                                                                          | Sicilia                     |",BO0624_4466
91,96,Piatto decorato in bleu.                                                                                                                                           | Rodi                        |,| 96. Piatto decorato in bleu.                                                                                                                                           | Rodi                        |,BO0624_4466
92,97,"Vaso con due mascheroni, decorato in bleu.                                                                                                                         | Moustiers                   |","| 97. Vaso con due mascheroni, decorato in bleu.                                                                                                                         | Moustiers                   |",BO0624_4466
93,98,Due vasi a pancia con fregi in colore. Datati 1652.                                                                                                                | Marche                      |,| 98. Due vasi a pancia con fregi in colore. Datati 1652.                                                                                                                | Marche                      |,BO0624_4466
94,99,Gruppo. Nettuno con tritoni (Del Vecchio).                                                                                                                         | Napoli                      |,| 99. Gruppo. Nettuno con tritoni (Del Vecchio).                                                                                                                         | Napoli                      |,BO0624_4466
95,100,"Vaso di forma sferica, decorato a piccoli fregi con medaglione. Datato 1575, alt. m. 0,10.                                                                        | Urbino                      |","| 100. Vaso di forma sferica, decorato a piccoli fregi con medaglione. Datato 1575, alt. m. 0,10.                                                                        | Urbino                      |",BO0624_4466
96,101,| 101. Lotto di quattro piatti.,| 101. Lotto di quattro piatti.,BO0624_4466
97,102,"102. Vaso di forma sferica, decorato con medaglione e trofeo d' armi                                                    ","102. Vaso di forma sferica, decorato con medaglione e trofeo d' armi                                                                     | Casteldurante               |
| in colori su fondo bleu, alt. 0,32.",BO0624_4466
98,103,"103. Vaso di forma cilindrica, decorato con fregi a riflesso metallico,                                                 ","103. Vaso di forma cilindrica, decorato con fregi a riflesso metallico,                                                            |                             |
| alt. m. 0,30.                                                                                                                                                          | Ispano-Arabo                |",BO0624_4466
99,104,"Due mattoni, decorati a paesaggi e figure.                                                                                                                        | Abruzzo                     |","| 104. Due mattoni, decorati a paesaggi e figure.                                                                                                                        | Abruzzo                     |",BO0624_4466
100,105,"Tazza, decorata con paesaggio.                                                                                                                                    | Abruzzo                     |","| 105. Tazza, decorata con paesaggio.                                                                                                                                    | Abruzzo                     |",BO0624_4466
101,106,Due piatti (Fabb. del Cappelletti).                                                                                                                               | Abruzzo                     |,| 106. Due piatti (Fabb. del Cappelletti).                                                                                                                               | Abruzzo                     |,BO0624_4466
102,107,"Vaso di forma cilindrica, decorato con soggetto sacro. S. Domenico, alt. m. 0,27.                                                                                 | A 0011220                   |","| 107. Vaso di forma cilindrica, decorato con soggetto sacro. S. Domenico, alt. m. 0,27.                                                                                 | A 0011220                   |",BO0624_4466
103,108,Cinque mattoni.                                                                                                                                                   | Caffagiolo                  |,| 108. Cinque mattoni.                                                                                                                                                   | Caffagiolo                  |,BO0624_4466
104,110,Mattone con fregi su fondo verde.                                                                                                                                 | Persia                      |,| 110. Mattone con fregi su fondo verde.                                                                                                                                 | Persia                      |,BO0624_4466
105,111,Idem con fregi su fondo grigio.                                                                                                                                   | Persia                      |,| 111. Idem con fregi su fondo grigio.                                                                                                                                   | Persia                      |,BO0624_4466
106,112,Idem.                                                                                                                                                             |                             |,"| 112. Idem.                                                                                                                                                             |                             |
|                                                                                                                                                                        | Persia                      |",BO0624_4466
107,113,Vasettino con iscrizione su fondo bleu.                                                                                                                           | Pesaro                      |,| 113. Vasettino con iscrizione su fondo bleu.                                                                                                                           | Pesaro                      |,BO0624_4466
108,114,"Vaso con manico e becco, decorato con due medaglioni in colori.                                                                                                   | Caltagirone                 |","| 114. Vaso con manico e becco, decorato con due medaglioni in colori.                                                                                                   | Caltagirone                 |",BO0624_4466
109,115,"Vaso con manico e becco, decorato con due medaglioni in colori.                                                                                                   | Caltagirone                 |","| 115. Vaso con manico e becco, decorato con due medaglioni in colori.                                                                                                   | Caltagirone                 |",BO0624_4466
110,116,| 116. Vaso di forma cilindrica; iscrizione e frutti all'ingiro.,| 116. Vaso di forma cilindrica; iscrizione e frutti all'ingiro.,BO0624_4466
111,117,117. Vaso con foglie e frutta.                                                                          | Casteldurante ,117. Vaso con foglie e frutta.                                                                          | Casteldurante Casteldurante |,BO0624_4466
112,118,"Vaso a due manichi con mascheroni a rilievo; decorato con bellis- simi ornati in colori su fondo bleu, e grandi medaglioni con soggetti allegorici, alt. m. 0.45. | Urbino                      |","| 118. Vaso a due manichi con mascheroni a rilievo; decorato con bellis- simi ornati in colori su fondo bleu, e grandi medaglioni con soggetti allegorici, alt. m. 0.45. | Urbino                      |",BO0624_4466
113,119,"Mattonella rappresentante Calai e Zete, che scacciano le Arpie dal 9 mensa 01 kne0. A.0111220                    |","| 119. Mattonella rappresentante Calai e Zete, che scacciano le Arpie dal 9 mensa 01 kne0. A.0111220                    |
|-----------------------------------------------------------------------------------------------------------------------|",BO0624_4466
114,120,"Tazza, decorata con paesaggio e figura di donna Abote2o                                                          |","| 120. Tazza, decorata con paesaggio e figura di donna Abote2o                                                          |",BO0624_4466
115,121,Grande medaglione busto di uomo: all' ingiro fiori e frutta a ri lievo ed in colori (Della Robbia) diam. m. 0.95 |,| 121. Grande medaglione busto di uomo: all' ingiro fiori e frutta a ri lievo ed in colori (Della Robbia) diam. m. 0.95 |,BO0624_4466
116,122,"vaso con manico e becco, con troter darmi, e iscrizione. Cafagolo                                                |","| 122. vaso con manico e becco, con troter darmi, e iscrizione. Cafagolo                                                |",BO0624_4466
117,123,Nove mattoni formanti un quadrato. Caffagiolo                                                                    |,"| 123. Nove mattoni formanti un quadrato. Caffagiolo                                                                    |
| Lotto di tre piatti Parma                                                                                             |
| Faenza                                                                                                                |
| Vaso di forma cilindrica, alt. m. 0.18 126. Salera, decorata con cariatide a rilevo e fregi in colori. Pesaro         |",BO0624_4466
118,127,Rinfrescatojo con fregi e manichi in terraglia bianca di Wedgwood                                                |,| 127. Rinfrescatojo con fregi e manichi in terraglia bianca di Wedgwood                                                |,BO0624_4466
119,12,o. liceolo piatto in colori. Lersia                                                                                 |,| 12o. liceolo piatto in colori. Lersia                                                                                 |,BO0624_4466
120,129,Due vasi con medagloni. Sicilia                                                                                  |,| 129. Due vasi con medagloni. Sicilia                                                                                  |,BO0624_4466
121,130,Vaso a pancia; nel centro medaglione e figurine all'ingiro. Caltagirone                                          |,| 130. Vaso a pancia; nel centro medaglione e figurine all'ingiro. Caltagirone                                          |,BO0624_4466
122,131,Due vasi di forma cilindrica. Casteldurant                                                                       |,| 131. Due vasi di forma cilindrica. Casteldurant                                                                       |,BO0624_4466
123,132,"Vaso, con due grandi medaglioni e fregi in varii colori. Casteldurante                                           |","| 132. Vaso, con due grandi medaglioni e fregi in varii colori. Casteldurante                                           |",BO0624_4466
124,133,"Palo vasi, con coperchi, decorati a piccoli fregi in colori. Abruzzo                                             |","| 133. Palo vasi, con coperchi, decorati a piccoli fregi in colori. Abruzzo                                             |",BO0624_4466
125,134,"Vaso a due manichi e mascheroni, decorato con paesaggio e figu-                                                  |","| 134. Vaso a due manichi e mascheroni, decorato con paesaggio e figu-                                                  |
| re in colore azzurro. Abruzzo                                                                                         |",BO0624_4466
126,135,"Piatto arcaico in colori. Abruzzo 136. Vaso a forma cilindrica, decorato in bleu su fondo bianco. Persia         |","| 135. Piatto arcaico in colori. Abruzzo 136. Vaso a forma cilindrica, decorato in bleu su fondo bianco. Persia         |
| lor. vaso al torma sierica, decorato con paesaggio in colori. alt. m. 0.25. Th-bine                                   |",BO0624_4466
127,138,"Vaso con ornati sopra fondo arancione, alt. m. 0.25 Caffagiolo                                                   |","| 138. Vaso con ornati sopra fondo arancione, alt. m. 0.25 Caffagiolo                                                   |",BO0624_4466
128,139,"Vaso di forma cilindrica, con piccoli fregi in colori Caffagiolo                                                 |","| 139. Vaso di forma cilindrica, con piccoli fregi in colori Caffagiolo                                                 |",BO0624_4466
129,140,Grosso piatto con fregi e Amorino. Marche                                                                        |,| 140. Grosso piatto con fregi e Amorino. Marche                                                                        |,BO0624_4466
130,141,"Vaso (sterode), decorato con freoi in colori. savona                                                             |","| 141. Vaso (sterode), decorato con freoi in colori. savona                                                             |",BO0624_4466
131,142,"Due vasi con manichi e coperchi, decorazione con figure in bleu                                                  |","| 142. Due vasi con manichi e coperchi, decorazione con figure in bleu                                                  |",BO0624_4466
132,143,"Piletta, decorata a fogliami in rilievo e medaglione, rappresentante la Vergine col Bambino. Abruzzo             |","| 143. Piletta, decorata a fogliami in rilievo e medaglione, rappresentante la Vergine col Bambino. Abruzzo             |
| Pesaro                                                                                                                |",BO0624_4466
133,144,Due statuette colorate                                                                                           |,| 144. Due statuette colorate                                                                                           |,BO0624_4466
134,145,Mattonella con fregi in bleu Nancy                                                                               |,| 145. Mattonella con fregi in bleu Nancy                                                                               |,BO0624_4466
135,147,Due vasi con medagliom Caltagirone                                                                               |,| 147. Due vasi con medagliom Caltagirone                                                                               |,BO0624_4466
136,149,Idem Casteldamant                                                                                                |,| 149. Idem Casteldamant                                                                                                |,BO0624_4466
